,LOCALITY,COUNTRY,CONTINENT,CHARACTER,EPLINE,EPISODE,LINE,CONTEXT,COMMENT,Locality_Count,Country_Count,Continent_Count,EpLocalCount,EpCountryCount,EpContCount,CharLocCount,CharCountryCount,CharContCount,LATITUDE,LONGITUDE
1251,Rosslare,Ireland,Europe,Narrator 16,16.0533,16,533,"...times apropos of the Fishguard-Rosslare route which, it was mooted, was...",,1,556,1330,1,55,133,1,39,86,52.2513,-6.3415
1252,Poulaphouca,Ireland,Europe,Narrator 16,16.0551,16,551,"...even, Poulaphouca to which there was a steamtram, but also farther away...",,7,556,1330,1,55,133,1,39,86,53.11694,-6.58722
1253,Wicklow,Ireland,Europe,Narrator 16,16.0552,16,552,"...from the madding crowd in Wicklow, rightly termed the garden of Ireland,...",,4,556,1330,1,55,133,1,39,86,52.9779,-6.033
1254,,Ireland,Europe,Narrator 16,16.0552,16,552,"...from the madding crowd in Wicklow, rightly termed the garden of Ireland,...",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1255,Donegal,Ireland,Europe,Narrator 16,16.0554,16,554,"...down, and in the wilds of Donegal where if report spoke true the coup d'il...",,2,556,1330,1,55,133,1,39,86,54.917,-8
1256,,China,Asia,W.B. Murphy,16.057,16,570,"_x0014_I seen a Chinese one time, related the doughty narrator, that had little.",,0,19,186,0,5,16,0,3,8,35,103
1257,,China,Asia,W.B. Murphy,16.0572,16,572,"...a flower. Cooks rats in your soup, he appetisingly added, the chinks does.",,0,19,186,0,5,16,0,3,8,35,103
1258,,Italy,Europe,W.B. Murphy,16.0576,16,576,_x0014_And I seen a man killed in Trieste by an Italian chap. Knife in his back.,,0,76,1330,0,7,133,0,2,18,43,12
1259,Trieste,Italy,Europe,W.B. Murphy,16.0576,16,576,_x0014_And I seen a man killed in Trieste by an Italian chap. Knife in his back.,,2,76,1330,1,7,133,1,2,18,45.63333,13.8
1260,Gibraltar,Britain,Europe,Leopold Bloom,16.0611,16,611,_x0014_Have you seen the rock of Gibraltar? Mr Bloom inquired.,,26,85,1330,2,6,133,8,16,179,36.13333,-5.35
1261,Europa Point,Britain,Europe,Leopold Bloom,16.0614,16,614,"_x0014_Ah, you've touched there too, Mr Bloom said, Europa point, thinking he...",,3,85,1330,1,6,133,1,16,179,36.1096,-5.3448
1262,Dollymount,Ireland,Europe,Narrator 16,16.063,16,630,"Bull at Dollymount he had remarked a superannuated old salt, evidently...",,1,556,1330,1,55,133,1,39,86,53.36667,-6.16667
1263,,Ireland,Europe,Narrator 16,16.0648,16,648,...whatever the season when duty called Ireland expects that every man and so...,,0,556,1330,0,55,133,0,39,86,53.41667,-8
1264,,Ireland,Europe,Narrator 16,16.065,16,650,"...the Irish lights, Kish and others, liable to capsize at any moment, rounding.",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1265,Cork,Ireland,Europe,W.B. Murphy,16.0658,16,658,...mother got him took in a draper's in Cork where he could be drawing easy...,,11,556,1330,1,55,133,1,6,18,51.9667,-8.5833
1266,,China,Asia,Narrator 16,16.0668,16,668,...was to be seen an image tattooed in blue Chinese ink intended to represent...,,0,19,186,0,5,16,0,2,7,35,103
1267,Bridgwater,England,Europe,W.B. Murphy,16.067,16,670,"_x0014_There was lice in that bunk in Bridgwater, he remarked, sure as nuts. I..",,3,210,1330,3,32,133,2,3,18,51.128,-2.993
1268,,Black Sea,Europe,W.B. Murphy,16.0678,16,678,"...becalmed off Odessa in the Black Sea under Captain Dalton. Fellow, the...",,0,2,1330,0,2,133,0,2,18,44,35
1269,Odessa,Ukraine,Europe,W.B. Murphy,16.0678,16,678,"...becalmed off Odessa in the Black Sea under Captain Dalton. Fellow, the...",,1,1,1330,1,1,133,1,1,18,46.46667,30.73333
1270,,Greece,Europe,W.B. Murphy,16.0679,16,679,"...name of Antonio, done that. There he is himself, a Greek.",,0,45,1330,0,4,133,0,2,18,39,22
1271,,Greece,Europe,W.B. Murphy,16.0699,16,699,...questioner about the number. Ate. A Greek he was.,,0,45,1330,0,4,133,0,2,18,39,22
1272,Rome,Italy,Europe,Stephen Dedalus,16.0816,16,816,...knife. I can't look at the point of it. It reminds me of Roman history.,,33,76,1330,2,7,133,5,11,143,41.9,12.5
1273,Rome,Italy,Europe,Narrator 16,16.0819,16,819,"...Roman or antique about it to the lay eye, observing that the point was the...",,33,76,1330,2,7,133,1,4,86,41.9,12.5
1274,,Mexico,North America,Leopold Bloom,16.0851,16,851,"...those waxworks in Henry street I myself saw some Aztecs, as they are...",,0,2,51,0,1,4,0,1,6,19.43333,-99.13333
1275,,Netherlands,Europe,Narrator 16,16.0861,16,861,"...management in the Flying Dutchman, a stupendous success, and his host of...",,0,10,1330,0,3,133,0,3,86,52.3167,5.55
1276,,Italy,Europe,Narrator 16,16.0866,16,866,...keeping with those italianos though candidly he was none the less free to...,,0,76,1330,0,7,133,0,4,86,43,12
1277,,Italy,Europe,Narrator 16,16.0868,16,868,...potato variety and so forth over in little Italy there near the Coombe were..,,0,76,1330,0,7,133,0,4,86,43,12
1278,,Spain,Europe,Leopold Bloom,16.0873,16,873,"_x0014_Spaniards, for instance, he continued, passionate temperaments like that,",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1279,,Spain,Europe,Leopold Bloom,16.0877,16,877,"...to speak, Spanish, half that is. Point of fact she could actually claim...",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1280,,Spain,Europe,Leopold Bloom,16.0878,16,878,"...Spanish nationality if she wanted, having been born in (technically) Spain,..",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1281,,Spain,Europe,Leopold Bloom,16.0878,16,878,"...Spanish nationality if she wanted, having been born in (technically) Spain,..",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1282,Gibraltar,Britain,Europe,Leopold Bloom,16.0879,16,879,"...i.e. Gibraltar. She has the Spanish type. Quite dark, regular brunette, black",,26,85,1330,2,6,133,8,16,179,36.13333,-5.35
1283,,Spain,Europe,Leopold Bloom,16.0879,16,879,"...i.e. Gibraltar. She has the Spanish type. Quite dark, regular brunette, black",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1284,Cape Horn,Chile,South America,Narrator 16,16.0902,16,902,...own say to say. He had doubled the cape a few odd times and weathered a...,,2,3,9,1,2,6,1,2,4,-55.97972,-67.27167
1285,,China,Asia,Narrator 16,16.0903,16,903,"...monsoon, a kind of wind, in the China seas and through all those perils of...",,0,19,186,0,5,16,0,2,7,35,103
1286,,Ireland,Europe,Narrator 16,16.0911,16,911,"...distinctive merit on the topic for the Irish Times), breakers running over...",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1287,,Ireland,Europe,Narrator 16,16.0957,16,957,"All meantime were loudly lamenting the falling off in Irish shipping,...",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1288,Galway,Ireland,Europe,Narrator 16,16.0965,16,965,...only rock in Galway bay when the Galway harbour scheme was mooted by...,,8,556,1330,2,55,133,2,39,86,53.27194,-9.04889
1289,Galway,Ireland,Europe,Narrator 16,16.0965,16,965,...only rock in Galway bay when the Galway harbour scheme was mooted by...,,8,556,1330,2,55,133,2,39,86,53.27194,-9.04889
1290,,Britain,Europe,Narrator 16,16.0967,16,967,"...advised them, how much palmoil the British government gave him for that...",,0,85,1330,0,6,133,0,2,86,53.826,-2.422
1291,,Ireland,Europe,Narrator 16,16.0987,16,987,...natural resources of Ireland or something of that sort which he described in.,,0,556,1330,0,55,133,0,39,86,53.41667,-8
1292,,England,Europe,Narrator 16,16.0989,16,989,"...earth, far and away superior to England, with coal in large quantities, six..",,0,210,1330,0,32,133,0,26,86,51.5,-0.11667
1293,,England,Europe,Narrator 16,16.0991,16,991,...butter and eggs and all the riches drained out of it by England levying taxes,,0,210,1330,0,32,133,0,26,86,51.5,-0.11667
1294,,Ireland,Europe,Narrator 16,16.0995,16,995,"...fact. You could grow any mortal thing in Irish soil, he stated, and there was",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1295,Navan,Ireland,Europe,Narrator 16,16.0996,16,996,...that colonel Everard down there in Navan growing tobacco. Where would...,,1,556,1330,1,55,133,1,39,86,53.6528,-6.6814
1296,,Ireland,Europe,Narrator 16,16.0997,16,997,"...you find anywhere the like of Irish bacon? But a day of reckoning, he stated.",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1297,,England,Europe,Narrator 16,16.0999,16,999,"...conversation, was in store for mighty England, despite her power of pelf on..",,0,210,1330,0,32,133,0,26,86,51.5,-0.11667
1298,,Japan,Asia,Narrator 16,16.1001,16,1001,"The Germans and the Japs were going to have their little lookin, he...",,0,7,186,0,2,16,0,2,7,35,136
1299,,Germany,Europe,Narrator 16,16.1001,16,1001,"The Germans and the Japs were going to have their little lookin, he...",,0,33,1330,0,2,133,0,2,86,51.5167,9.9167
1300,,England,Europe,Narrator 16,16.1002,16,1002,...affirmed. The Boers were the beginning of the end. Brummagem England...,,0,210,1330,0,32,133,0,26,86,51.5,-0.11667
1301,,Ireland,Europe,Narrator 16,16.1003,16,1003,"...was toppling already and her downfall would be Ireland, her Achilles heel,...",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1302,,Greece,Europe,Narrator 16,16.1005,16,1005,"...Greek hero, a point his auditors at once seized as he completely gripped...",,0,45,1330,0,4,133,0,2,86,39,22
1303,,Ireland,Europe,Narrator 16,16.1007,16,1007,...every Irishman was: stay in the land of your birth and work for Ireland...,,0,556,1330,0,55,133,0,39,86,53.41667,-8
1304,,Ireland,Europe,Narrator 16,16.1007,16,1007,...every Irishman was: stay in the land of your birth and work for Ireland...,,0,556,1330,0,55,133,0,39,86,53.41667,-8
1305,,Ireland,Europe,Narrator 16,16.1008,16,1008,"...and live for Ireland. Ireland, Parnell said, could not spare a single one of.",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1306,,Ireland,Europe,Narrator 16,16.1008,16,1008,"...and live for Ireland. Ireland, Parnell said, could not spare a single one of.",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1307,,Ireland,Europe,Campbell,16.1019,16,1019,"_x0014_The Irish, for choice, retorted the cabby like Campbell, facial blemishes",,0,556,1330,0,55,133,0,1,1,53.41667,-8
1308,,Ireland,Europe,W.B. Murphy,16.1021,16,1021,"_x0014_That's right, the old tarpaulin corroborated. The Irish catholic peasant.",,0,556,1330,0,55,133,0,6,18,53.41667,-8
1309,,Ireland,Europe,Narrator 16,16.1025,16,1025,...Irishman worthy of his salt that served it. Then they began to have a few...,,0,556,1330,0,55,133,0,39,86,53.41667,-8
1310,,England,Europe,Narrator 16,16.1032,16,1032,"...was fully cognisant of the fact that their neighbours across the channel,...",Neighbours across the channell here signifies England,0,210,1330,0,32,133,0,26,86,51.5,-0.11667
1311,,England,Europe,Narrator 16,16.1036,16,1036,"&the coal seam of the sister island would be played out and if, as time went on,",The sister island refers to England,0,210,1330,0,32,133,0,26,86,51.5,-0.11667
1312,,Ireland,Europe,Narrator 16,16.1041,16,1041,"...whores and chummies, to put it in common parlance, reminded him Irish...",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1313,,England,Europe,Narrator 16,16.1042,16,1042,"...soldiers had as often fought for England as against her, more so, in fact.",,0,210,1330,0,32,133,0,26,86,51.5,-0.11667
1314,,Ireland,Europe,Narrator 16,16.1077,16,1077,"...round the docks in the congenial atmosphere of the Old Ireland tavern,...",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1315,,Ireland,Europe,Narrator 16,16.1078,16,1078,...come back to Erin and so on. Then as for the other he had heard not so...,,0,556,1330,0,55,133,0,39,86,53.41667,-8
1316,,Spain,Europe,Leopold Bloom,16.1121,16,1121,"...surprised to learn, proves up to the hilt Spain decayed when the inquisition.",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1317,,England,Europe,Leopold Bloom,16.1122,16,1122,"...hounded the jews out and England prospered when Cromwell, an...",,0,210,1330,0,32,133,0,23,179,51.5,-0.11667
1318,,Turkish Empire,Asia,Leopold Bloom,16.1128,16,1128,"...Spain again, you saw in the war, compared with goahead America. Turks.",,0,109,186,0,4,16,0,31,48,39.1667,35.6667
1319,,Spain,Europe,Leopold Bloom,16.1128,16,1128,"...Spain again, you saw in the war, compared with goahead America. Turks.",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1320,,USA,North America,Leopold Bloom,16.1128,16,1128,"...Spain again, you saw in the war, compared with goahead America. Turks.",,0,39,51,0,2,4,0,5,6,40,-100
1321,,Ireland,Europe,Leopold Bloom,16.1132,16,1132,"...dramatic force, as good an Irishman as that rude person I told you about at..",,0,556,1330,0,55,133,0,71,179,53.41667,-8
1322,,Ireland,Europe,Leopold Bloom,16.1159,16,1159,"...belong to Ireland, the brain and the brawn. Each is equally important.",,0,556,1330,0,55,133,0,71,179,53.41667,-8
1323,,Ireland,Europe,Stephen Dedalus,16.1161,16,1161,...important because I belong to the faubourg Saint Pˆtrice called Ireland for..,,0,556,1330,0,55,133,0,42,143,53.41667,-8
1324,,Ireland,Europe,Stephen Dedalus,16.1164,16,1164,"_x0014_But I suspect, Stephen interrupted, that Ireland must be important...",,0,556,1330,0,55,133,0,42,143,53.41667,-8
1325,Paris,France,Europe,Narrator 16,16.1181,16,1181,"...remembering he had just come back from Paris, the eyes more especially...",,34,92,1330,1,2,133,1,2,86,48.8567,2.3508
1326,Cornwall,England,Europe,Narrator 16,16.1202,16,1202,...heads running counter to morality such as the Cornwall case a number of...,,2,210,1330,1,32,133,1,26,86,50.3,-4.9
1327,Bridgwater,England,Europe,Narrator 16,16.1235,16,1235,...the vessel came from Bridgwater and the postcard was addressed A. Boudin...,,3,210,1330,3,32,133,1,26,86,51.128,-2.993
1328,Tokyo,Japan,Asia,Narrator 16,16.124,16,1240,"...something like that. Great battle, Tokio. Lovemaking in Irish, £200...",,1,7,186,1,2,16,1,2,7,35.68951,139.6917
1329,,Ireland,Europe,Narrator 16,16.124,16,1240,"...something like that. Great battle, Tokio. Lovemaking in Irish, £200...",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1330,Ascot Heath,England,Europe,Narrator 16,16.1242,16,1242,"William !. Ascot meeting, the Gold Cup. Victory of outsider Throwaway...",,4,210,1330,2,32,133,2,26,86,51.4084,-0.6707
1331,New York,USA,North America,Narrator 16,16.1244,16,1244,...the blue ribband at long odds. New York disaster. Thousand lives lost. Foot..,,6,39,51,1,2,4,1,1,1,40.67,-73.94
1332,Ascot Heath,England,Europe,Narrator 16,16.1276,16,1276,"...and starts with the account of the third event at Ascot on page three, his...",,4,210,1330,2,32,133,2,26,86,51.4084,-0.6707
1333,,South Africa,Africa,Cabman,16.1299,16,1299,...in that shelter one night and said he saw him in South Africa. Pride it was..,,0,15,83,0,1,1,0,1,1,-30,25
1334,,Ireland,Europe,Narrator 16,16.1335,16,1335,"...Ireland, a privilege he keenly appreciated, and, in point of fact, handed him",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1335,,India,Asia,Narrator 16,16.1345,16,1345,"...as the evidence went to show and there was a tattoo mark too in Indian ink,..",,0,11,186,0,1,16,0,1,7,21,78
1336,,England,Europe,Cabman,16.1352,16,1352,"_x0014_That bitch, that English whore, did for him, the shebeen proprietor...",,0,210,1330,0,32,133,0,1,1,51.5,-0.11667
1337,,Spain,Europe,Narrator 16,16.1409,16,1409,"...was Spanish or half so, types that wouldn't do things by halves, passionate..",,0,76,1330,0,14,133,0,3,86,40.43333,-3.7
1338,,Spain,Europe,Leopold Bloom,16.1412,16,1412,"...about blood and the sun. And, if I don't greatly mistake she was Spanish...",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1339,,Spain,Europe,Stephen Dedalus,16.1414,16,1414,"_x0014_The king of Spain's daughter, Stephen answered, adding something or...",,0,76,1330,0,14,133,0,3,143,40.43333,-3.7
1340,,Spain,Europe,Narrator 16,16.1415,16,1415,...other rather muddled about farewell and adieu to you Spanish onions and...,,0,76,1330,0,14,133,0,3,86,40.43333,-3.7
1341,Scilly,Britain,Europe,Stephen Dedalus,16.1416,16,1416,...the first land called the Deadman and from Ramhead to Scilly was so and...,,1,85,1330,1,6,133,1,2,143,49.93611,-6.32278
1342,Ramhead,Ireland,Europe,Stephen Dedalus,16.1416,16,1416,...the first land called the Deadman and from Ramhead to Scilly was so and...,,1,556,1330,1,55,133,1,42,143,51.93333,-7.7
1343,,Spain,Europe,Leopold Bloom,16.142,16,1420,"...as she lived there. So, Spain.",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1344,,Spain,Europe,Leopold Bloom,16.1426,16,1426,"...which he laid on the table, that a Spanish type?",,0,76,1330,0,14,133,0,23,179,40.43333,-3.7
1345,Madrid,Spain,Europe,Narrator 16,16.1432,16,1432,"...ostensibly with gravity, a piano on the rest of which was In Old Madrid, a...",,4,76,1330,1,14,133,1,3,86,40.4,-3.68333
1346,,Greece,Europe,Narrator 16,16.145,16,1450,"...happened, no later than that afternoon he had seen those Grecian statues,...",,0,45,1330,0,4,133,0,2,86,39,22
1347,,Ireland,Europe,Narrator 16,16.1496,16,1496,...to Erin's uncrowned king in the flesh when the thing occurred on the...,,0,556,1330,0,55,133,0,39,86,53.41667,-8
1348,,Ireland,Europe,Narrator 16,16.1501,16,1501,...Ireland (a by no means by the by appropriate appellative) and broke up the...,,0,556,1330,0,55,133,0,39,86,53.41667,-8
1349,Queenstown,Ireland,Europe,Narrator 16,16.1628,16,1628,...dearly beloved Queenstown and it was highly likely some sponger's&,Queenstown is now known as Cobh.,3,556,1330,2,55,133,1,39,86,51.851,-8.2967
1350,Carrick-on-Shannon,Ireland,Europe,Leopold Bloom,16.1642,16,1642,...Carrick-on-Shannon or somewhereabouts in the county Sligo&.,,1,556,1330,1,55,133,1,71,179,53.944,-8.095
1351,Sligo,Ireland,Europe,Leopold Bloom,16.1642,16,1642,...Carrick-on-Shannon or somewhereabouts in the county Sligo&.,,3,556,1330,1,55,133,1,71,179,54.2667,-8.4833
1352,,England,Europe,Narrator 16,16.1654,16,1654,"...date billing, concert tours in English watering resorts packed with hydros...",,0,210,1330,0,32,133,0,26,86,51.5,-0.11667
1353,London,England,Europe,Narrator 16,16.1664,16,1664,...London somewhere. Silence with a yawn or two accompanied this thrilling...,,33,210,1330,2,32,133,2,26,86,51.50722,-0.1275
1354,Euston,England,Europe,Narrator 16,16.1667,16,1667,...Euston for the chief secretary's lodge or words to that effect. To which...,,1,210,1330,1,32,133,1,26,86,51.5284,-0.1331
1355,,Red Sea,Asia,W.B. Murphy,16.1679,16,1679,"&Sand in the Red Sea done that. One time I could read a book in the dark, manner",,0,2,186,0,2,16,0,2,8,22,38
1356,,France,Europe,Narrator 16,16.1737,16,1737,"...first go-off but the music of Mercadante's Huguenots, Meyerbeer's Seven...",,0,92,1330,0,2,133,0,2,86,47,2
1357,,Ireland,Europe,Narrator 16,16.1808,16,1808,"...opened up new vistas in his mind such as Lady Fingall's Irish industries,...",,0,556,1330,0,55,133,0,39,86,53.41667,-8
1358,,Netherlands,Europe,Narrator 16,16.1811,16,1811,"...End by Jans Pieter Sweelinck, a Dutchman of Amsterdam where the frows...",,0,10,1330,0,3,133,0,3,86,52.3167,5.55
1359,Amsterdam,Netherlands,Europe,Narrator 16,16.1811,16,1811,"...End by Jans Pieter Sweelinck, a Dutchman of Amsterdam where the frows...",,2,10,1330,1,3,133,1,3,86,52.37306,4.89222
1360,,Germany,Europe,Narrator 16,16.1812,16,1812,...come from. Even more he liked an old German song of Johannes Jeep...,,0,33,1330,0,2,133,0,2,86,51.5167,9.9167
1361,Paris,France,Europe,Answer,17.0012,17,12,"Music, literature, Ireland, Dublin, Paris, friendship, woman, prostitution,...",,34,92,1330,1,2,138,1,2,137,48.8567,2.3508
1362,,Ireland,Europe,Answer,17.0012,17,12,"Music, literature, Ireland, Dublin, Paris, friendship, woman, prostitution,...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1363,Rome,Italy,Europe,Answer,17.0015,17,15,"...dustbuckets, the Roman catholic church, ecclesiastical celibacy, the Irish...",,33,76,1330,5,12,138,5,12,137,41.9,12.5
1364,,Ireland,Europe,Answer,17.0015,17,15,"...dustbuckets, the Roman catholic church, ecclesiastical celibacy, the Irish...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1365,,Ireland,Europe,Answer,17.0032,17,32,...the date of the conversion of the Irish nation to christianity from druidism.,,0,556,1330,0,56,138,0,55,137,53.41667,-8
1366,Gibraltar,Britain,Europe,Answer,17.0052,17,52,"...between Gibraltar villa and Bloomfield house in Crumlin, barony of...",,26,85,1330,4,8,138,4,8,137,36.13333,-5.35
1367,Crumlin,Ireland,Europe,Answer,17.0052,17,52,"...between Gibraltar villa and Bloomfield house in Crumlin, barony of...",,1,556,1330,1,56,138,1,55,137,53.324,-6.329
1368,Rome,Italy,Europe,Answer,17.0098,17,98,"...number 5, epact 13, solar cycle 9, dominical letters C B, Roman indiction 2,.",,33,76,1330,5,12,138,5,12,137,41.9,12.5
1369,Clongowes,Ireland,Europe,Answer,17.0137,17,137,"...of the Society of Jesus at Clongowes Wood, Sallins, in the county of...",,6,556,1330,1,56,138,1,55,137,53.31092,-6.68344
1370,Kildare,Ireland,Europe,Answer,17.0138,17,138,"...Kildare: of his father, Simon Dedalus, in an unfurnished room of his first...",,2,556,1330,1,56,138,1,55,137,53.15772,-6.91128
1371,Vartry Reservoir,Ireland,Europe,Answer,17.0164,17,164,Yes. From Roundwood reservoir in county Wicklow of a cubic capacity of...,"The Vartry Reservoir is a reservoir in Roundwood, County Wicklow, Ireland.",2,556,1330,1,56,138,1,55,137,53.05,-6.2
1372,Glen of the Downs,Ireland,Europe,Answer,17.0167,17,167,"...per linear yard by way of the Dargle, Rathdown, Glen of the Downs and...",,1,556,1330,1,56,138,1,55,137,53.13333,-6.11889
1373,Dargle,Ireland,Europe,Answer,17.0167,17,167,"...per linear yard by way of the Dargle, Rathdown, Glen of the Downs and...",,1,556,1330,1,56,138,1,55,137,53.2087,-6.1025
1374,Rathdown,Ireland,Europe,Answer,17.0167,17,167,"...per linear yard by way of the Dargle, Rathdown, Glen of the Downs and...",,1,556,1330,1,56,138,1,55,137,53.3,-6.14
1375,Callowhill,Ireland,Europe,Answer,17.0168,17,168,"...Callowhill to the 26 acre reservoir at Stillorgan, a distance of 22 statute..",,1,556,1330,1,56,138,1,55,137,53.05917,-6.14833
1376,Stillorgan,Ireland,Europe,Answer,17.0168,17,168,"...Callowhill to the 26 acre reservoir at Stillorgan, a distance of 22 statute..",,1,556,1330,1,56,138,1,55,137,53.2888,-6.1958
1377,Sunda Trench,,Indian Ocean,Answer,17.0187,17,187,...unplumbed profundity in the Sundam trench of the Pacific exceeding 8000...,"The Sundam trench is in the Indian, not Pacific Ocean. The deepest trench in the",1,0,1,1,0,1,1,0,1,-10.31667,109.96667
1378,,,Pacific Ocean,Answer,17.0187,17,187,...unplumbed profundity in the Sundam trench of the Pacific exceeding 8000...,"The Sundam trench is in the Indian, not Pacific Ocean. The deepest trench in the",0,0,1,0,0,1,0,0,1,0,-160
1379,Dead Sea,Turkish Empire,Asia,Answer,17.0213,17,213,...healing virtues: its buoyancy in the waters of the Dead Sea: its persevering.,,7,109,186,2,17,26,2,17,26,31.5,35.5
1380,,Holland,Europe,Answer,17.0235,17,235,...holland cloth passed over a wooden revolving roller.,,0,3,1330,0,2,138,0,2,137,52.3167,5.55
1381,,Spain,Europe,Answer,17.031,17,310,"...one, the larger, Spanish, entire, the other, smaller, Irish, bisected with...",,0,76,1330,0,4,138,0,4,137,40.43333,-3.7
1382,,Ireland,Europe,Answer,17.031,17,310,"...one, the larger, Spanish, entire, the other, smaller, Irish, bisected with...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1383,,Ireland,Europe,Answer,17.0311,17,311,"...augmented surface and more redolent, a jar of Irish Model Dairy's cream, a...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1384,Zion,Turkish Empire,Asia,Answer,17.0333,17,333,...church in Zion: in Lincoln place outside the premises of F. W. Sweny and...,,6,109,186,2,17,26,2,17,26,31.76667,35.23333
1385,,Turkish Empire,Asia,Answer,17.0338,17,338,"...had proceeded towards the oriental edifice of the Turkish and Warm Baths,...",,0,109,186,0,17,26,0,17,26,39.1667,35.6667
1386,York,England,Europe,Answer,17.0432,17,432,...respective visits of Their Royal Highnesses the duke and duchess of York...,,3,210,1330,1,25,138,1,25,137,53.95833,-1.08028
1387,Milan,Italy,Europe,Answer,17.0535,17,535,"...Rudolph Bloom) of Szombath_ly, Vienna, Budapest, Milan, London and...",,3,76,1330,2,12,138,2,12,137,45.46667,9.18333
1388,Szombathely,Hungary,Europe,Answer,17.0535,17,535,"...Rudolph Bloom) of Szombath_ly, Vienna, Budapest, Milan, London and...",,6,20,1330,3,9,138,3,9,137,47.23512,16.62191
1389,Budapest,Hungary,Europe,Answer,17.0535,17,535,"...Rudolph Bloom) of Szombath_ly, Vienna, Budapest, Milan, London and...",,2,20,1330,2,9,138,2,9,137,47.47194,19.05028
1390,Vienna,Austria,Europe,Answer,17.0535,17,535,"...Rudolph Bloom) of Szombath_ly, Vienna, Budapest, Milan, London and...",,6,15,1330,2,5,138,2,5,137,48.2,16.36667
1391,London,England,Europe,Answer,17.0535,17,535,"...Rudolph Bloom) of Szombath_ly, Vienna, Budapest, Milan, London and...",,33,210,1330,10,25,138,10,25,137,51.50722,-0.1275
1392,Cork,Ireland,Europe,Answer,17.0538,17,538,"...consubstantial heir of Simon Dedalus of Cork and Dublin and of Mary,...",,11,556,1330,1,56,138,1,55,137,51.9667,-8.5833
1393,Ennis,Ireland,Europe,Answer,17.0622,17,622,"The Queen's Hotel, Ennis, county Clare, where Rudolph Bloom (Rudolf...",,8,556,1330,4,56,138,4,55,137,52.8463,-8.9807
1394,Ennis,Ireland,Europe,Answer,17.0627,17,627,"...James Cullen, 4 Main street, Ennis.",,8,556,1330,4,56,138,4,55,137,52.8463,-8.9807
1395,Ennis,Ireland,Europe,Answer,17.0632,17,632,"...June 1886 at the medical hall of Francis Dennehy, 17 Church street, Ennis)...",,8,556,1330,4,56,138,4,55,137,52.8463,-8.9807
1396,Quebec,Canada,North America,Answer,17.068,17,680,"...Canada, Quebec. She understood little of political complications, internal,..",,1,7,51,1,4,5,1,4,5,53,-70
1397,,Egypt,Africa,Answer,17.0711,17,711,"Three seekers of the pure truth, Moses of Egypt, Moses Maimonides,...",,0,37,83,0,4,6,0,4,6,26,30
1398,,Egypt,Africa,Answer,17.0713,17,713,...of such eminence that from Moses (of Egypt) to Moses (Mendelssohn) there...,,0,37,83,0,4,6,0,4,6,26,30
1399,Plain of Shinar,Turkish Empire,Asia,Answer,17.0749,17,749,...plain of Shinar 242 years after the deluge in the seminary instituted by...,The plain of Shinar is located in Mesopotamia.,1,109,186,1,17,26,1,17,26,33.7,43.5
1400,Israel,Turkish Empire,Asia,Answer,17.075,17,750,"...Fenius Farsaigh, descendant of Noah, progenitor of Israel, and ascendant...",,12,109,186,3,17,26,3,17,26,31,35
1401,,Ireland,Europe,Answer,17.0751,17,751,"...of Heber and Heremon, progenitors of Ireland: their archaeological,...",,0,556,1330,0,56,138,0,55,137,53.41667,-8
1402,Zion,Turkish Empire,Asia,Answer,17.0759,17,759,...jewish dress acts: the restoration in Chanah David of Zion and the...,,6,109,186,2,17,26,2,17,26,31.76667,35.23333
1403,,Ireland,Europe,Answer,17.076,17,760,possibility of Irish political autonomy or devolution.,,0,556,1330,0,56,138,0,55,137,53.41667,-8
1404,,Egypt,Africa,Answer,17.077,17,770,The increasing simplification traceable from the Egyptian epigraphic...,,0,37,83,0,4,6,0,4,6,26,30
1405,Rome,Italy,Europe,Answer,17.0789,17,789,"In the church, Roman, Anglican or Nonconformist: exemplars, the very...",,33,76,1330,5,12,138,5,12,137,41.9,12.5
